Date,ETH
2024-12-27,31.420000076293945
2024-12-30,32.0099983215332
2024-12-31,31.489999771118164
2025-01-02,32.560001373291016
2025-01-03,33.970001220703125
2025-01-06,34.75
2025-01-07,31.950000762939453
2025-01-08,30.93000030517578
2025-01-10,30.739999771118164
2025-01-13,29.149999618530273
2025-01-14,30.3700008392334
2025-01-15,32.380001068115234
2025-01-16,31.450000762939453
2025-01-17,33.189998626708984
2025-01-21,31.229999542236328
2025-01-22,30.700000762939453
2025-01-23,30.6200008392334
2025-01-24,31.399999618530273
2025-01-27,29.649999618530273
2025-01-28,29.149999618530273
2025-01-29,29.59000015258789
2025-01-30,30.489999771118164
2025-01-31,31.260000228881836
2025-02-03,25.540000915527344
2025-02-04,25.770000457763672
2025-02-05,26.059999465942383
2025-02-06,25.649999618530273
2025-02-07,24.389999389648438
2025-02-10,25.299999237060547
2025-02-11,24.489999771118164
2025-02-12,25.260000228881836
2025-02-13,25.020000457763672
2025-02-14,25.739999771118164
2025-02-18,24.790000915527344
2025-02-19,25.65999984741211
2025-02-20,25.920000076293945
2025-02-21,24.780000686645508
2025-02-24,24.889999389648438
2025-02-25,23.459999084472656
2025-02-26,22.0
2025-02-27,21.209999084472656
2025-02-28,20.920000076293945
2025-03-03,20.030000686645508
2025-03-04,20.15999984741211
2025-03-05,21.020000457763672
2025-03-06,20.75
2025-03-07,20.309999465942383
2025-03-10,17.600000381469727
2025-03-11,18.360000610351562
2025-03-12,17.68000030517578
2025-03-13,17.399999618530273
2025-03-14,18.209999084472656
2025-03-17,18.299999237060547
2025-03-18,17.93000030517578
2025-03-19,19.149999618530273
2025-03-20,18.579999923706055
2025-03-21,18.59000015258789
2025-03-24,19.690000534057617
2025-03-25,19.559999465942383
2025-03-26,18.829999923706055
2025-03-27,18.8799991607666
2025-03-28,17.639999389648438
2025-03-31,17.219999313354492
2025-04-01,17.989999771118164
2025-04-02,18.020000457763672
2025-04-03,16.81999969482422
2025-04-04,17.049999237060547
2025-04-07,14.520000457763672
2025-04-08,13.770000457763672
2025-04-09,15.4399995803833
2025-04-10,14.239999771118164
2025-04-11,14.75
2025-04-14,15.430000305175781
2025-04-15,15.140000343322754
2025-04-16,14.960000038146973
2025-04-17,14.899999618530273
2025-04-21,14.829999923706055
2025-04-22,16.040000915527344
2025-04-23,16.860000610351562
2025-04-24,16.6299991607666
2025-04-25,17.0
2025-04-28,16.940000534057617
2025-04-29,17.18000030517578
2025-04-30,16.829999923706055
2025-05-01,17.3799991607666
2025-05-02,17.34000015258789
2025-05-05,17.1200008392334
2025-05-06,16.799999237060547
2025-05-07,16.899999618530273
2025-05-08,19.950000762939453
2025-05-09,21.979999542236328
2025-05-12,23.170000076293945
2025-05-13,25.350000381469727
2025-05-14,24.540000915527344
2025-05-15,23.84000015258789
2025-05-16,24.440000534057617
2025-05-19,23.739999771118164
2025-05-20,23.59000015258789
2025-05-21,23.670000076293945
2025-05-22,24.84000015258789
2025-05-23,24.149999618530273
2025-05-27,25.34000015258789
2025-05-28,24.65999984741211
2025-05-29,24.989999771118164
2025-05-30,24.239999771118164
2025-06-02,23.8700008392334
2025-06-03,24.770000457763672
2025-06-04,24.729999542236328
2025-06-05,23.829999923706055
2025-06-06,23.420000076293945
2025-06-09,24.329999923706055
2025-06-10,26.149999618530273
2025-06-11,26.520000457763672
2025-06-12,25.3799991607666
2025-06-13,23.81999969482422
2025-06-16,25.079999923706055
2025-06-17,23.829999923706055
2025-06-18,23.5
2025-06-20,22.75
2025-06-23,21.809999465942383
2025-06-24,22.950000762939453
2025-06-25,22.90999984741211
2025-06-26,22.959999084472656
2025-06-27,22.739999771118164
2025-06-30,23.719999313354492
2025-07-01,22.649999618530273
2025-07-02,24.559999465942383
2025-07-03,24.260000228881836
2025-07-07,23.979999542236328
